IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets.
Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID			NCBI ID of Gene A Organism
K.) ORGANISM_B_ID			NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 3.4.146
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
YEL009C	YPL016W	GCN4	SWI1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ADR6|GAM3|LPA1|[SWI(+)]|[SWI+]|L000000052|L000002250	Affinity Capture-Western	Neely KE (2002)	11865042	559292	559292
YEL009C	YOR290C	GCN4	SNF2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2|L000001945	Affinity Capture-Western	Neely KE (2002)	11865042	559292	559292
YEL009C	YOR290C	GCN4	SNF2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2|L000001945	Affinity Capture-Western	Neely KE (1999)	10549297	559292	559292
YEL009C	YGL025C	GCN4	PGD1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HRS1|MED3|L000000811|L000001408	Affinity Capture-Western	Park JM (2000)	11073972	559292	559292
YGL025C	YEL009C	PGD1	GCN4	HRS1|MED3|L000000811|L000001408	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-Western	Park JM (2000)	11073972	559292	559292
YEL009C	YOR174W	GCN4	MED4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000003915	Affinity Capture-Western	Park JM (2000)	11073972	559292	559292
YEL009C	YER022W	GCN4	SRB4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MED17|L000002051	Affinity Capture-Western	Park JM (2000)	11073972	559292	559292
YEL009C	YDR308C	GCN4	SRB7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MED21|SSX1|L000002754|S000029514|L000002097	Affinity Capture-Western	Park JM (2000)	11073972	559292	559292
YEL009C	YBR289W	GCN4	SNF5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HAF4|SWI10|TYE4|L000001948	Affinity Capture-Western	Natarajan K (1999)	10549298	559292	559292
YEL009C	YHR041C	GCN4	SRB2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HRS2|MED20|L000002050|L000003586	Affinity Capture-Western	Natarajan K (1999)	10549298	559292	559292
YEL009C	YHR041C	GCN4	SRB2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HRS2|MED20|L000002050|L000003586	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YNR023W	GCN4	SNF12	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SWP73|L000003408	Affinity Capture-Western	Natarajan K (1999)	10549298	559292	559292
YEL009C	YMR236W	GCN4	TAF9	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF17|TATA-binding protein-associated factor TAF9|TafII17|L000003459	Affinity Capture-Western	Natarajan K (1999)	10549298	559292	559292
YEL009C	YMR236W	GCN4	TAF9	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF17|TATA-binding protein-associated factor TAF9|TafII17|L000003459	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YBR198C	GCN4	TAF5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF90|TafII90|L000004155	Affinity Capture-Western	Natarajan K (1999)	10549298	559292	559292
YEL009C	YBR198C	GCN4	TAF5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF90|TafII90|L000004155	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YPR034W	GCN4	ARP7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	RSC11|SWP61|L000003436	Affinity Capture-Western	Neely KE (1999)	10549297	559292	559292
YEL009C	YPL129W	GCN4	TAF14	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ANC1|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14|TafII30|L000000086	Affinity Capture-Western	Neely KE (1999)	10549297	559292	559292
YEL009C	YDR448W	GCN4	ADA2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SWI8|chromatin-binding transcription regulator ADA2|L000000029	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YOL148C	GCN4	SPT20	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ADA5|L000002593	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YBR081C	GCN4	SPT7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GIT2|SAGA histone acetyltransferase complex subunit SPT7|L000002033	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YDR308C	GCN4	SRB7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MED21|SSX1|L000002754|S000029514|L000002097	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YGL112C	GCN4	TAF6	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF60|TafII60|L000002828	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YDR145W	GCN4	TAF12	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF61|TAF68|TafII61|TafII68|L000003462	Affinity Capture-Western	Natarajan K (1998)	9844640	559292	559292
YEL009C	YHR041C	GCN4	SRB2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HRS2|MED20|L000002050|L000003586	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YER022W	GCN4	SRB4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MED17|L000002051	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YGR274C	GCN4	TAF1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF130|TAF145|KAT4|TafII145|TafII130|L000002748	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YGL112C	GCN4	TAF6	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF60|TafII60|L000002828	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YBR198C	GCN4	TAF5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF90|TafII90|L000004155	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YMR236W	GCN4	TAF9	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF17|TATA-binding protein-associated factor TAF9|TafII17|L000003459	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YOR298C-A	YEL009C	MBF1	GCN4	SUF13|L000002160|L000004688	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-Western	Takemaru K (1998)	9710580	559292	559292
YEL009C	YGL025C	GCN4	PGD1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HRS1|MED3|L000000811|L000001408	Far Western	Park JM (2000)	11073972	559292	559292
YDR448W	YEL009C	ADA2	GCN4	SWI8|chromatin-binding transcription regulator ADA2|L000000029	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Barlev NA (1995)	7642611	559292	559292
YEL009C	YOR298C-A	GCN4	MBF1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SUF13|L000002160|L000004688	Reconstituted Complex	Takemaru K (1998)	9710580	559292	559292
YDL140C	YEL009C	RPO21	GCN4	RPB1|RPB220|SUA8|DNA-directed RNA polymerase II core subunit RPO21|B220|L000001744	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Brandl CJ (1989)	2649888	559292	559292
YEL009C	YDR448W	GCN4	ADA2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SWI8|chromatin-binding transcription regulator ADA2|L000000029	Reconstituted Complex	Utley RT (1998)	9697775	559292	559292
YEL009C	YDR392W	GCN4	SPT3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	transcriptional regulator SPT3|L000002029	Reconstituted Complex	Utley RT (1998)	9697775	559292	559292
YEL009C	YBR081C	GCN4	SPT7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GIT2|SAGA histone acetyltransferase complex subunit SPT7|L000002033	Reconstituted Complex	Utley RT (1998)	9697775	559292	559292
YEL009C	YFL024C	GCN4	EPL1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000004576	Reconstituted Complex	Utley RT (1998)	9697775	559292	559292
YEL009C	YHR090C	GCN4	YNG2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	EAF4|NBN1|histone acetyltransferase YNG2|L000004452	Reconstituted Complex	Utley RT (1998)	9697775	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Hope IA (1987)	3678204	559292	559292
YEL009C	YBR289W	GCN4	SNF5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	HAF4|SWI10|TYE4|L000001948	Affinity Capture-Western	Yoon S (2004)	15289616	559292	559292
YEL009C	YDR448W	GCN4	ADA2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SWI8|chromatin-binding transcription regulator ADA2|L000000029	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YEL009C	YDR176W	GCN4	NGG1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ADA3|SWI7|histone acetyltransferase NGG1|L000001241	Affinity Capture-Western	Drysdale CM (1998)	9488488	559292	559292
YER148W	YEL009C	SPT15	GCN4	BTF1|TBP1|TATA-binding protein|TBP|L000002037	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Melcher K (1995)	7739564	559292	559292
YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Shemer R (2002)	12101234	559292	559292
YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Meimoun A (2000)	10712509	559292	559292
YPL042C	YEL009C	SSN3	GCN4	CDK8|GIG2|NUT7|RYE5|SRB10|SSX7|UME5|URR1|cyclin-dependent serine/threonine protein kinase SSN3|L000002795|S000029631|L000002443|S000029520|L000002103	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Chi Y (2001)	11331604	559292	559292
YGL058W	YEL009C	RAD6	GCN4	PSO8|UBC2|E2 ubiquitin-conjugating protein RAD6|L000001560	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Kornitzer D (1994)	7813440	559292	559292
YDR054C	YEL009C	CDC34	GCN4	DNA6|UBC3|SCF E2 ubiquitin-protein ligase catalytic subunit CDC34|L000000271	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	Meimoun A (2000)	10712509	559292	559292
YFL009W	YEL009C	CDC4	GCN4	SCF ubiquitin ligase complex subunit CDC4|L000000244	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	Meimoun A (2000)	10712509	559292	559292
YDL132W	YEL009C	CDC53	GCN4	cullin CDC53|L000000281	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	Meimoun A (2000)	10712509	559292	559292
YEL009C	YML116W	GCN4	ATR1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SNQ1|L000001956|L000002831	Dosage Rescue	Kanazawa S (1988)	3280970	559292	559292
YEL009C	YOR298C-A	GCN4	MBF1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SUF13|L000002160|L000004688	Dosage Rescue	Takemaru K (1998)	9710580	559292	559292
YEL009C	YDR085C	GCN4	AFR1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000000059	Synthetic Rescue	Tavernarakis N (1995)	7603436	559292	559292
YNL229C	YEL009C	URE2	GCN4	[URE3]|L000002439	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Enhancement	Sosa E (2003)	14559239	559292	559292
YER040W	YEL009C	GLN3	GCN4	nitrogen-responsive transcriptional regulator GLN3|L000000710	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Valenzuela L (2001)	11244074	559292	559292
YEL009C	YER040W	GCN4	GLN3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	nitrogen-responsive transcriptional regulator GLN3|L000000710	Synthetic Rescue	Valenzuela L (2001)	11244074	559292	559292
YDR283C	YEL009C	GCN2	GCN4	AAS1|AAS102|NDR2|serine/threonine-protein kinase GCN2|L000000681	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Hinnebusch AG (1984)	6387704	559292	559292
YOR260W	YEL009C	GCD1	GCN4	TRA3|L000000670	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Hinnebusch AG (1983)	6351059	559292	559292
YDR283C	YEL009C	GCN2	GCN4	AAS1|AAS102|NDR2|serine/threonine-protein kinase GCN2|L000000681	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Rescue	Hinnebusch AG (1983)	6351059	559292	559292
YKR026C	YEL009C	GCN3	GCN4	AAS2|translation initiation factor eIF2B subunit alpha|L000000682	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Rescue	Hinnebusch AG (1983)	6351059	559292	559292
YER040W	YEL009C	GLN3	GCN4	nitrogen-responsive transcriptional regulator GLN3|L000000710	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Enhancement	Mitchell AP (1984)	6152013	559292	559292
YDR283C	YEL009C	GCN2	GCN4	AAS1|AAS102|NDR2|serine/threonine-protein kinase GCN2|L000000681	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Millson SH (2005)	15633294	559292	559292
YGL201C	YEL009C	MCM6	GCN4	MCM DNA helicase complex subunit MCM6|L000004104	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Millson SH (2005)	15633294	559292	559292
YOR290C	YEL009C	SNF2	GCN4	GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2|L000001945	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-localization	Kim Y (2006)	16982689	559292	559292
YEL009C	YHR200W	GCN4	RPN10	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MCB1|SUN1|proteasome regulatory particle base subunit RPN10|L000003108	Reconstituted Complex	Seong KM (2007)	17499717	559292	559292
YEL009C	YOR117W	GCN4	RPT5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	YTA1|proteasome regulatory particle base subunit RPT5|L000002555	Reconstituted Complex	Seong KM (2007)	17499717	559292	559292
YPR046W	YEL009C	MCM16	GCN4	L000003997	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Wong J (2007)	17634282	559292	559292
YEL009C	YNL167C	GCN4	SKO1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ACR1|L000001909	Synthetic Rescue	Pascual-Ahuir A (2001)	11113177	559292	559292
YEL009C	YHR143W-A	GCN4	RPC10	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	RPB12|DNA-directed RNA polymerase core subunit RPB12|ABC10-alpha|L000001686	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YPR086W	GCN4	SUA7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SOH4|TFIIB|L000002141	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YPR025C	GCN4	CCL1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TFIIH complex kinase subunit CCL1|L000000237	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YML098W	GCN4	TAF13	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	FUN81|TAF19|TafII19|L000000650	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YOR290C	GCN4	SNF2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2|L000001945	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YOR023C	GCN4	AHC1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	-	PCA	Lim MK (2007)	17919657	559292	559292
YEL009C	YDR392W	GCN4	SPT3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	transcriptional regulator SPT3|L000002029	PCA	Lim MK (2007)	17919657	559292	559292
YHR200W	YEL009C	RPN10	GCN4	MCB1|SUN1|proteasome regulatory particle base subunit RPN10|L000003108	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-Western	Seong KM (2007)	17978571	559292	559292
YHR200W	YEL009C	RPN10	GCN4	MCB1|SUN1|proteasome regulatory particle base subunit RPN10|L000003108	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Seong KM (2007)	17978571	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Dosage Rescue	Lim MK (2007)	17919657	559292	559292
YOL051W	YEL009C	GAL11	GCN4	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	PCA	Lim MK (2007)	17919657	559292	559292
YDL075W	YEL009C	RPL31A	GCN4	RPL34|ribosomal 60S subunit protein L31A|L31e|YL28|L34A|L31A|L000003297|L000001727	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YOR312C	YEL009C	RPL20B	GCN4	RPL18A1|ribosomal 60S subunit protein L20B|L20e|L20B|L18B|L000003148	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YKL180W	YEL009C	RPL17A	GCN4	RPL17|ribosomal 60S subunit protein L17A|L22|YL17|L20A|L17A|L000001715	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YPL079W	YEL009C	RPL21B	GCN4	ribosomal 60S subunit protein L21B|L21e|L21B|L000004459	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YBL087C	YEL009C	RPL23A	GCN4	ribosomal 60S subunit protein L23A|L14|YL32|L23A|L17aA|L000001716	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YFR032C-A	YEL009C	RPL29	GCN4	ribosomal 60S subunit protein L29|L29e|YL43|L29|L000004514	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
